time,efficacy_med,efficacy_upper,efficacy_lower
1,0.7318556213530125,0.7985428100393394,0.6369939733828875
2,0.730160414026088,0.7975014039278518,0.634224128884221
3,0.7286350374026267,0.7960547441704569,0.6317462200080065
4,0.726681492708521,0.7947028614378194,0.6299461248859319
5,0.7247328423061439,0.7934915921163426,0.6277525698837279
6,0.7227034523606191,0.792261894319881,0.6246132755741932
7,0.7206773166137035,0.7909249536250199,0.6208648892928443
8,0.718656056312263,0.7895265308133266,0.6171105739528375
9,0.7168581933057563,0.7881536008268667,0.6148469997477136
10,0.7150278636894662,0.7872397638355602,0.612981337148901
11,0.7133525414720809,0.7860548109334352,0.6105133092902068
12,0.7118523596341244,0.7848968728734158,0.6076016265648425
13,0.7097209851529644,0.7837784569477177,0.605115100790144
14,0.7078653057338267,0.7822929509347871,0.6030055906952972
15,0.7061746144138112,0.7809026567965065,0.6000475852453151
16,0.703984971407226,0.78004844454239,0.5988602848624959
17,0.7019237997127163,0.7792848229616168,0.5965372591288363
18,0.7003666047745324,0.778361753621949,0.5919309681708358
19,0.698951956018965,0.7766500984785829,0.5873354064041683
20,0.6971997290934255,0.7754730658669984,0.5846533867625638
21,0.694963939431188,0.774664587298556,0.5829865542272573
22,0.6929957356419123,0.7733867429563605,0.5804402510282383
23,0.690797191686074,0.7725440795455639,0.5760290296366362
24,0.6889211876976226,0.7716980339447655,0.5720546791297884
25,0.6869521804538872,0.770848604913868,0.5695690259249108
26,0.6850866150446112,0.7699957913520379,0.5671133980328039
27,0.6835070644821954,0.7691471818274604,0.5646227456875383
28,0.6820945390014871,0.768553193154961,0.5621057896981962
29,0.6804454017311632,0.7677577056459516,0.559617343801162
30,0.6783755383001453,0.7666028202980101,0.557140946548363
31,0.676914399960762,0.7656727799897628,0.5546474646026252
32,0.6751441504828386,0.7647879261194188,0.5515471527620698
33,0.6730980704155382,0.7634597412489826,0.5484427439714431
34,0.6709303083209264,0.762588391355591,0.5453346012088792
35,0.6690907869416269,0.7613303721717178,0.54313816767576
36,0.6670936766456499,0.7600719048732062,0.5409040888855028
37,0.6649118655032242,0.759031161850365,0.5375289522617913
38,0.662990241877457,0.7582952277346349,0.5354610933450104
39,0.6608354054694983,0.75782860124219,0.5325328978385301
40,0.6588107146745412,0.7573632361544865,0.5275655627580029
41,0.6569691765611582,0.7567495216270107,0.52425811736457
42,0.6553241252101611,0.7558401862373743,0.5201752831538954
43,0.6534315544300584,0.7548564694248237,0.5166555953638012
44,0.6517022092682927,0.7538021956432499,0.5126638295430582
45,0.6497670861216193,0.7527401327383058,0.5086544648677851
46,0.6480340670504363,0.751321018684137,0.5044522079136383
47,0.6456621667578927,0.7496854132944515,0.5003326238221529
48,0.6433269020745997,0.7480430254921377,0.4967497157043782
49,0.6416962609170588,0.7463939914866354,0.4927665557037021
50,0.6398600495222663,0.7447384503583968,0.4887863444344104
51,0.6380483954389183,0.7430730842036033,0.484814909904254
52,0.6362808031818541,0.741389898057801,0.4808508138686393
53,0.6343104813297457,0.7396966876994883,0.4768919410743478
54,0.6327832577183811,0.7379973980867034,0.4730530744747199
55,0.6309444644439789,0.7362921846371773,0.46926025960999274
56,0.6287721377534697,0.7349315162892569,0.46549433000258245
57,0.6268839532959578,0.73397093126343,0.4619834606531965
58,0.6254477228518749,0.7330082923462088,0.4590604732647187
59,0.6237029269216852,0.7312255656586768,0.4559201471635988
60,0.6218481254823192,0.7301884465726458,0.45287129908527785
61,0.6198895102428396,0.7294258028350177,0.44986547942180893
62,0.6178879153339459,0.728663425207713,0.4468636717344846
63,0.615737068732428,0.7279013367418093,0.44382894675748596
64,0.6136125098266931,0.7271395604147756,0.43952876737479074
65,0.6114733813890645,0.7263781191271873,0.4345471619269627
66,0.6092212006346773,0.7254397699397062,0.4295975954608786
67,0.6071302045896151,0.7244856731236534,0.4254289409669068
68,0.6056195781825797,0.7235332783109135,0.4237892429485692
69,0.6038120402497764,0.7225876001484509,0.4222016009982135
70,0.6017612770643681,0.7216349519650862,0.41839618880300405
71,0.5997925619951388,0.7206799974695752,0.4143098048932436
72,0.5978226642094937,0.7197235943015267,0.4114946517591686
73,0.5956175992136574,0.7187560777714364,0.4089560097819576
74,0.5936025957682076,0.7177777999126093,0.40642618060434954
75,0.591436257774688,0.7168635697327361,0.40390535057188204
76,0.5893893700586055,0.7158336230927878,0.4013937022230422
77,0.5875944084283966,0.7148693374467819,0.3981790053482195
78,0.5861256593439068,0.7139037191419484,0.3938650827212656
79,0.5842869975788443,0.7129367949462768,0.38959026466293084
80,0.5821336014602025,0.712447212966285,0.38536707219766037
81,0.5806487264237058,0.7115850032914521,0.38120379954799627
82,0.5788143468878333,0.7105547875008914,0.3770819119113037
83,0.5772983791553685,0.7100318211199396,0.3732980079597434
84,0.5757719045878507,0.7095105560020609,0.37104994381832945
85,0.5737334055711787,0.7089141850158561,0.36884453539277784
86,0.5715320664859165,0.707830642206783,0.36556657335111525
87,0.5692371053300872,0.7065401772610485,0.3616133251859431
88,0.5670002118672999,0.7052471864284744,0.35772285578172913
89,0.564736914126166,0.7039517266141788,0.35386990096655957
90,0.5628577562227908,0.702913002948652,0.3500506688713454
91,0.5607121560048891,0.702280701790228,0.34679081842518267
92,0.5588349534817937,0.7016541242229403,0.3443483256125489
93,0.5572611471925678,0.7010332413637457,0.34193702290949257
94,0.5556835454770561,0.7004003854490991,0.339565923460698
95,0.5540186397352034,0.699425688682094,0.33724066902576905
96,0.5523000913152618,0.6981705081217594,0.3349469682858235
97,0.5501980141113969,0.6975061880145023,0.3326847233779269
98,0.5480331774644467,0.6962559236553258,0.33045382306288074
99,0.5459796959674362,0.6948892823833004,0.32825414313998386
100,0.5446427985333905,0.6937895765696905,0.32608554686628505
101,0.5432109365677048,0.6922563761067168,0.32369257275061536
102,0.5411708152675213,0.6914135282176662,0.3199113871731788
103,0.5392448523067098,0.6906851054599172,0.31616766541693614
104,0.5375565227797527,0.6899571178265439,0.31246182819495877
105,0.5355946144235486,0.6892295805231591,0.3087969614197657
106,0.5333621392173943,0.6885025086949585,0.3073265002212447
107,0.5314461641768112,0.6877759174252802,0.30547005022211265
108,0.5298107790067816,0.6870498217341809,0.3023041699954384
109,0.5282283164652519,0.6863242365770231,0.3000668969223206
110,0.5266294800831735,0.6855991768430756,0.29806586132257085
111,0.5247843010424513,0.6848728443118794,0.29610119746864966
112,0.5229189009628687,0.6837896935458214,0.29363591552505836
113,0.5214140522808555,0.6826554021082798,0.29102151247590125
114,0.5200811031860731,0.6815176260797343,0.2884385001565287
115,0.5184547480993826,0.6806124058825544,0.285886893232054
116,0.51652759833544,0.6800687262095936,0.2833666931815098
117,0.5149797972544181,0.6795325515901638,0.2808778885446842
118,0.5129028573173422,0.6790037956959757,0.2784226536159186
119,0.5110499537869979,0.6784818885416277,0.27605897427930115
120,0.5095242919587224,0.6776802977899672,0.27372593023632835
121,0.5080543992765629,0.6768799485090233,0.27139016561358015
122,0.5060544719559052,0.6760804248122468,0.26906199346343534
123,0.504298487103837,0.6752768342144123,0.2667647996961095
124,0.50277819817755,0.6744743442167066,0.2645117648395592
125,0.5012374664553714,0.673672962754748,0.26291816409093144
126,0.49949941184829927,0.6728726975499425,0.2616120397892557
127,0.497886084870473,0.672073556110713,0.26032686876264005
128,0.49607120080346623,0.6712755457337681,0.259062355206638
129,0.4944124589558751,0.6704786735054082,0.25781820337190414
130,0.49261665833518553,0.6696829463028652,0.25596893079555466
131,0.49083922186114165,0.6688883707956793,0.2531254209103077
132,0.48924147678824276,0.6680949534471089,0.2503128019182511
133,0.487591666903062,0.667302700515572,0.24753113204896235
134,0.48595768563891484,0.6665116180561219,0.24478045730880735
135,0.48430762355378254,0.6657217119219513,0.24206081167928736
136,0.4825307509981606,0.6649329877659271,0.23974171345614378
137,0.4810510439256927,0.664145451042155,0.23784949189388044
138,0.47951895940618583,0.6633565433762951,0.23598592315021652
139,0.4778607297542308,0.6625681466647104,0.23415078720393787
140,0.4757671955597166,0.6617809233429129,0.23234385776454722
141,0.47391027763056465,0.66099487809965,0.23056490256623238
142,0.4723703532954355,0.660210015435344,0.2288202663960055
143,0.4706485491238461,0.659426339663805,0.227110347469903
144,0.46949712644749675,0.658643854913967,0.225379006922141
145,0.4682633613575964,0.6578625651316433,0.2229247387282533
146,0.46695903637533387,0.657082474081301,0.22050085916463796
147,0.46552946678577967,0.6563035853478576,0.21810727562008794
148,0.46378175790866283,0.6555259023384907,0.21575676378405326
149,0.46178763440083404,0.6547494282844691,0.2134414643276781
150,0.4604776463470005,0.653974166242997,0.21120823140592815
151,0.4593070443683495,0.6532001190990745,0.21015614429560753
152,0.45771607930737357,0.6524272895673724,0.20912339642746006
153,0.45655161742372385,0.6516556801941205,0.20810966959333374
154,0.45504506059349226,0.6508852933590077,0.20712253595526856
155,0.45357878478776975,0.6501161312770954,0.20615943353003946
156,0.45224181046153533,0.6493481960007395,0.20485040566460866
157,0.45116371360876995,0.6485814894215245,0.20278416550020295
158,0.4501069719760012,0.648095430483992,0.2007471967832822
159,0.44888661184468204,0.647913082374305,0.19873931218224863
160,0.4476335140620129,0.6472045341191505,0.1967603178563852
161,0.44641513153383094,0.6463676096581075,0.1948100137154359
162,0.4451801121351931,0.6455307284314826,0.1928881936772971
163,0.44379053918673805,0.6447433010317956,0.1909946459236051
164,0.44252343871486616,0.6438717434186967,0.1891403246679863
165,0.4414381241457954,0.6430452788690455,0.18731606788323324
166,0.44022650643601624,0.6422189964309433,0.18603231760927982
167,0.4388605415519088,0.6413929074488076,0.185190271774509
168,0.4373754566908499,0.6405670232276779,0.18436760250143847
169,0.4358232813379606,0.6397413550326474,0.18357229931465185
170,0.4342956121320125,0.6389159140883008,0.18279768367009577
171,0.43270054060343066,0.638090711578149,0.18204094320931946
172,0.4318410978894922,0.6373019942218813,0.1813016409883097
173,0.4309872745847857,0.6365629884602032,0.1805793480643879
174,0.42966728076379235,0.6358253050341539,0.17989119404370696
175,0.4281793917986322,0.6350889422508673,0.17892242629109623
176,0.4265958212596703,0.6343538982934946,0.17732235859139245
177,0.42562116291525975,0.6339393137096908,0.17573622347388515
178,0.4239604721796225,0.6336433604951988,0.1741639729867078
179,0.42280829704774325,0.6333496449035192,0.1730735374194711
180,0.42117207218768926,0.633058119627642,0.17205040474244757
181,0.4198254895162722,0.6327518265850665,0.17062901030494193
182,0.4185856870761083,0.6324456573618966,0.16922257855778325
183,0.41730681732468633,0.6321414833547045,0.16785877201876773
184,0.4161448665331089,0.6312063331380849,0.16714629152084426
185,0.4152237137392203,0.6299925883836913,0.16680251683197664
186,0.4143658707746831,0.629431390399889,0.16629417834758287
187,0.4135545865672517,0.6291630944788054,0.1647834700530024
188,0.41243449628652606,0.6288975096993893,0.1632913723265248
189,0.41106807369586157,0.6286346024193026,0.16183069503688416
190,0.4099444197896211,0.6283743392799479,0.1603855866356469
191,0.40864693621819315,0.6281152408866216,0.15959999509398212
192,0.4074999658973204,0.6278467861849807,0.15907923493955398
193,0.40660318485000524,0.6275809113213864,0.15856885930916284
194,0.40576725292082316,0.6273175853418514,0.15806046559315515
195,0.4047227860294932,0.6267325084078834,0.1570754756102012
196,0.4035324419337476,0.6259586696881919,0.15601063627246634
197,0.4022943276376457,0.6251784323801924,0.15504960130093595
198,0.40099242837374316,0.624401200953032,0.15410680249614392
199,0.39984255943180336,0.6236269871662674,0.15318193326079507
200,0.3988365564543593,0.6228558023695707,0.15227468935852626
201,0.39794356754538374,0.6220876575041705,0.1513847690116188
202,0.397128780852953,0.6213225631043948,0.15051187299336283
203,0.39601107264060736,0.6205605292993083,0.14965570471517312
204,0.3951433226829256,0.6198015658144455,0.1488159703085592
205,0.3936394378944009,0.6190456819736369,0.14799237870205603
206,0.3926167801100666,0.6182928867009243,0.14718464169322257
207,0.3916494397752285,0.6175431885225686,0.14639247401582034
208,0.3904341497045273,0.6170902604302071,0.14562130850571053
209,0.3889151654412667,0.6168216451367187,0.14486726415056678
210,0.3874020784120344,0.6165549084541132,0.14412793163135013
211,0.38636387041525255,0.6162900186512988,0.14340303602208784
212,0.38502487840393296,0.6160269444741263,0.1426923056604558
213,0.38387439287598685,0.6157656551404731,0.14199547218792571
214,0.38314726119941384,0.6155061203352846,0.1412649383076043
